aa_ocompra;t_ocompra;n_ocompra;aa_factura;t_factura;o_factura;aa_precepcion;t_precepcion;n_precepcion;aa_formulario;t_formulario;o_formulario;f_emision;f_autorizacion;e_firma;u_firma;f_firma;f_vencimiento_factura;importe_op;importe_pago;fh_pago;c_mediopago;e_pago;importe_factura;neto
2008;OCC;49416;2009;FCG;165599;2009;PRD;156570;2009;C41;97351;2009-08-28 00:00:00;2009-08-28 00:00:00;;;;2009-08-26 00:00:00;20949,9;20949,9;2009-11-16 15:56:41;BANCO;C;41899,8;5606,23
2010;OCC;12460;2010;FCG;237145;2010;PRD;203257;2010;C41;105522;2010-08-17 00:00:00;2010-08-17 00:00:00;;;;2010-08-31 00:00:00;1094802,24;1094802,24;2010-09-02 12:46:41;BANCO;C;2189604,48;1012265,22
2008;OCC;50488;2010;FCG;371962;2010;PRD;347074;2010;C41;166564;2010-11-19 00:00:00;2010-11-19 00:00:00;;;;2010-11-21 00:00:00;5500;5500;2010-11-23 15:24:53;BANCO;C;5500;5242
2010;OCC;41710;2010;FCG;367077;2010;PRD;348744;2010;C41;166821;2010-11-19 00:00:00;2010-11-19 00:00:00;;;;2010-11-21 00:00:00;10000;10000;2010-12-06 15:28:50;BANCO;C;10000;9472
2010;OCC;34719;2010;FCG;367844;2010;PRD;276843;2010;C41;167383;2010-11-20 00:00:00;2010-11-20 00:00:00;;;;2010-11-22 00:00:00;15300;15300;2010-12-03 14:14:37;BANCO;C;15300;15300
2009;OCC;37120;2010;FCG;114542;2010;PRD;80726;2010;C41;110547;2010-08-25 00:00:00;2010-08-25 00:00:00;;;;2010-08-25 00:00:00;101847,64;101847,64;2010-08-30 12:34:48;BANCO;C;101847,64;93332,68
2009;OCC;12680;2010;FCG;371909;2010;PRD;348407;2010;C41;169089;2010-11-25 00:00:00;2010-11-25 00:00:00;;;;2010-12-01 00:00:00;81510;81510;2010-12-01 15:13:28;BANCO;C;163020;74715,33
2009;OCC;40418;2009;FCG;376235;2009;PRD;278309;2009;C41;183292;2010-03-08 00:00:00;2010-03-08 00:00:00;;;;2010-02-23 00:00:00;34438,91;34438,91;2010-06-09 15:26:07;BANCO;C;68877,82;33318,52
2010;OCC;43919;2010;FCG;377882;2010;PRD;372975;2010;C41;169831;2010-11-26 00:00:00;2010-11-26 00:00:00;;;;2010-12-03 00:00:00;3175;3175;2010-12-16 11:37:12;BANCO;C;3175;3175
2010;OCC;47996;2010;FCG;436826;2010;PRD;434065;2010;C41;194681;2011-01-07 00:00:00;2011-01-07 00:00:00;;;;2011-01-17 00:00:00;580800,02;580800,02;2011-01-17 13:43:26;BANCO;C;580800,02;555772,02
2010;OCC;51226;2010;FCG;434657;2010;PRD;431961;2010;C41;194915;2011-01-10 00:00:00;2011-01-10 00:00:00;;;;2011-01-10 00:00:00;9797;9797;2011-01-11 14:45:18;BANCO;C;9797;9134,22
2009;OCC;30683;2009;FCG;279444;2009;PRD;184115;2009;C41;131288;2009-10-28 00:00:00;2009-10-28 00:00:00;;;;2009-10-27 00:00:00;1960;1960;2009-11-04 15:18:46;BANCO;C;1960;1960
2009;OCC;16883;2009;FCG;125748;2009;PRD;109459;2009;C41;63704;2009-06-23 00:00:00;2009-06-23 00:00:00;;;;2009-06-15 00:00:00;3300;3300;2009-06-26 16:03:13;BANCO;C;3300;3300
2009;OCC;45338;2009;FCG;345905;2009;PRD;321257;2009;C41;163037;2009-12-18 00:00:00;2009-12-28 00:00:00;;;;2009-12-22 00:00:00;1794;1794;2010-01-06 16:15:43;BANCO;C;1794;1794
2009;OCC;30703;2009;FCG;223969;2009;PRD;213918;2009;C41;104633;2009-09-09 00:00:00;2009-09-09 00:00:00;;;;2009-09-09 00:00:00;4300;4300;2009-09-15 13:22:03;BANCO;C;4300;4114
2010;OCC;12173;2010;FCG;97163;2010;PRD;77330;2010;C41;37001;2010-04-20 00:00:00;2010-04-20 00:00:00;;;;2010-05-03 00:00:00;11950;11950;2010-05-04 14:51:40;BANCO;C;11950;11039,19
2009;OCC;54709;2009;FCG;380256;2009;PRD;374348;2009;C41;187817;2010-04-08 00:00:00;2010-04-08 00:00:00;;;;2010-04-07 00:00:00;448500;448500;2010-04-30 14:24:45;BANCO;C;448500;410662,83
2009;OCC;46227;2009;FCG;342560;2009;PRD;314881;2009;C41;160316;2009-12-15 00:00:00;2009-12-15 00:00:00;;;;2009-12-15 00:00:00;60000;60000;2009-12-16 15:45:08;BANCO;C;60000;60000
2010;OCC;25190;2011;FCG;4943;2011;PRD;962;2011;C41;2776;2011-02-01 00:00:00;2011-02-01 00:00:00;;;;2011-02-05 00:00:00;4250;4250;2011-02-07 12:32:45;BANCO;C;4250;4250
2009;OCC;54716;2009;FCG;380798;2009;PRD;373823;2009;C41;188253;2010-04-13 00:00:00;2010-06-03 00:00:00;;;;2010-03-10 00:00:00;4085,63;4085,63;2010-06-11 15:43:13;BANCO;C;4085,63;3821,76
2010;OCC;37309;2011;FCG;9009;2011;PRD;907;2011;C41;3917;2011-02-03 00:00:00;2011-02-03 00:00:00;;;;2011-02-12 00:00:00;2375;2375;2011-02-14 14:19:56;BANCO;C;2375;2375
2009;OCC;42744;2010;FCG;62168;2010;PRD;12980;2010;C41;27276;2010-04-06 00:00:00;2010-04-06 00:00:00;;;;2010-04-05 00:00:00;271567,8;271567,8;2010-07-01 15:00:43;BANCO;C;543135,6;260158,57
2010;OCC;12478;2010;FCG;369232;2010;PRD;284389;2010;C41;163384;2010-11-16 00:00:00;2010-11-16 00:00:00;;;;2010-11-26 00:00:00;934699,24;934699,24;2010-11-17 15:49:29;BANCO;C;1869398,48;826252,06
2009;OCC;55237;2009;FCG;384074;2009;PRD;376614;2009;C41;191527;2010-06-24 00:00:00;2010-06-24 00:00:00;;;;2010-07-02 00:00:00;3500;3500;2010-07-08 13:06:07;BANCO;C;3500;3362
2010;OCC;17369;2010;FCG;135574;2010;PRD;107766;2010;C41;73800;2010-06-23 00:00:00;2010-06-23 00:00:00;;;;2010-06-23 00:00:00;19800;19800;2010-06-28 13:47:38;BANCO;C;19800;19207
2010;OCC;17740;2010;FCG;155084;2010;PRD;121647;2010;C41;73928;2010-06-23 00:00:00;2010-06-24 00:00:00;;;;2010-06-24 00:00:00;124200;124200;2010-06-29 11:06:14;BANCO;C;124200;113794,32
2010;OCC;17749;2010;FCG;168274;2010;PRD;120132;2010;C41;69440;2010-06-14 00:00:00;2010-06-14 00:00:00;;;;2010-06-16 00:00:00;4085,63;4085,63;2010-06-17 14:58:11;BANCO;C;4085,63;3821,76
2010;OCC;28135;2010;FCG;259212;2010;PRD;237769;2010;C41;111814;2010-08-26 00:00:00;2010-08-30 00:00:00;;;;2010-09-08 00:00:00;5975;5975;2010-09-09 13:32:18;BANCO;C;5975;5589,09
2009;OCC;55363;2010;FCG;84419;2010;PRD;74185;2010;C41;40721;2010-04-27 00:00:00;2010-04-27 00:00:00;;;;2010-04-23 00:00:00;5750;5750;2010-05-06 15:22:25;BANCO;C;5750;5477
2010;OCC;12465;2010;FCG;100765;2010;PRD;68648;2010;C41;40814;2010-04-28 00:00:00;2010-04-28 00:00:00;;;;2010-05-04 00:00:00;116971,63;116971,63;2010-05-10 14:20:36;CH_DIF;C;233943,26;108373,02
2010;OCC;41528;2010;FCG;386420;2010;PRD;351650;2010;C41;171969;2010-12-01 00:00:00;2010-12-01 00:00:00;;;;2010-11-26 00:00:00;1875;1875;2010-12-09 15:27:13;BANCO;C;1875;1875
2008;OCC;50863;2008;FCG;286675;2008;PRD;282187;2008;C41;143377;2009-04-01 00:00:00;2009-04-01 00:00:00;;;;2009-04-01 00:00:00;40088,52;40088,52;2009-04-13 14:09:34;BANCO;C;40088,52;36797,56
2009;OCC;8338;2009;FCG;43936;2009;PRD;38271;2009;C41;22568;2009-04-03 00:00:00;2009-04-03 00:00:00;;;;2009-03-28 00:00:00;2500;2500;2009-04-14 12:41:46;BANCO;C;2500;2500
2010;OCC;12524;2010;FCG;444322;2010;PRD;400434;2010;C41;199498;2011-01-20 00:00:00;2011-01-20 00:00:00;;;;2011-01-28 00:00:00;129370,52;129370,52;2011-02-01 13:39:16;BANCO;C;258741,04;119679,12
2010;OCC;48342;2010;FCG;444335;2010;PRD;425276;2010;C41;199502;2011-01-20 00:00:00;2011-01-24 00:00:00;;;;2011-01-28 00:00:00;127216,21;127216,21;2011-01-28 14:59:09;BANCO;C;254432,42;117828,45
2010;OCC;12476;2010;FCG;456117;2010;PRD;436985;2010;C41;208746;2011-02-23 00:00:00;2011-02-23 00:00:00;;;;2011-02-03 00:00:00;659537,08;659537,08;2011-03-02 13:18:32;BANCO;C;1319074,16;609399,91
2009;OCC;45171;2009;FCG;351419;2009;PRD;321098;2009;C41;169335;2010-01-07 00:00:00;2010-01-07 00:00:00;;;;2009-12-28 00:00:00;8500;8500;2010-01-19 15:55:18;BANCO;C;8500;7928,01
2009;OCC;45338;2009;FCG;316999;2009;PRD;311338;2009;C41;151260;2009-12-02 00:00:00;2009-12-02 00:00:00;;;;2009-12-02 00:00:00;1794;1794;2009-12-11 14:35:34;BANCO;C;1794;1794
2009;OCC;55373;2011;FCG;329473;2011;PRD;308817;2011;C41;155823;2011-09-17 00:00:00;2011-09-19 00:00:00;;;;2011-09-18 00:00:00;8500;8500;2011-09-28 17:47:42;BANCO;C;8500;7934,5
2011;OCC;44092;2011;FCG;334829;2011;PRD;328905;2011;C41;156305;2011-09-19 00:00:00;2011-09-19 00:00:00;;;;2011-09-29 00:00:00;27104;27104;2011-10-17 13:23:17;BANCO;C;27104;24911,36
2010;OCC;56370;2011;FCG;327743;2011;PRD;322657;2011;C41;152255;2011-09-13 00:00:00;2011-09-13 00:00:00;;;;2011-09-14 00:00:00;9290;9290;2011-09-19 11:09:48;CHEQUE;C;9290;8665,25
2011;OCC;42876;2011;FCG;327560;2011;PRD;316544;2011;C41;153199;2011-09-14 00:00:00;2011-09-14 00:00:00;;;;2011-09-23 00:00:00;40750;40750;2011-09-30 14:52:58;BANCO;C;40750;37403,09
2009;OCC;24919;2011;FCG;126721;2011;PRD;84666;2011;C41;60035;2011-05-11 00:00:00;2011-05-11 00:00:00;;;;2011-05-19 00:00:00;3990;3990;2011-05-19 11:35:44;BANCO;C;3990;3732,3
2009;OCC;55237;2011;FCG;71837;2011;PRD;43867;2011;C41;30792;2011-03-22 00:00:00;2011-03-22 00:00:00;;;;2011-03-28 00:00:00;2750;2750;2011-03-31 14:17:13;BANCO;C;2750;2657
2010;OCC;26195;2010;FCG;198542;2010;PRD;194239;2010;C41;153304;2010-11-03 00:00:00;2010-11-03 00:00:00;;;;2010-07-13 00:00:00;10890;10890;2010-11-04 14:30:38;BANCO;C;10890;10055,25
2008;OCC;49986;2008;FCG;285676;2008;PRD;277957;2008;C41;144143;2009-04-06 00:00:00;2009-04-06 00:00:00;;;;2009-04-06 00:00:00;294465,6;294465,6;2009-04-23 11:38:22;CH_DIF;C;294465,6;269657,71
2009;OCC;37120;2010;FCG;280076;2010;PRD;265406;2010;C41;125958;2010-09-17 00:00:00;2010-09-17 00:00:00;;;;2010-09-23 00:00:00;101847,64;101847,64;2010-09-28 15:32:33;BANCO;C;101847,64;93332,68
2010;OCC;47645;2010;FCG;446909;2010;PRD;419760;2010;C41;201721;2011-01-26 00:00:00;2011-01-26 00:00:00;;;;2011-02-03 00:00:00;1071719,25;1071719,25;2011-02-03 12:32:45;BANCO;C;2143438,5;936869,49
2010;OCC;12453;2010;FCG;447715;2010;PRD;430396;2010;C41;201995;2011-01-27 00:00:00;2011-01-27 00:00:00;;;;2011-02-16 00:00:00;637208,66;637208,66;2011-03-01 13:18:36;BANCO;C;1274417,32;582769,69
2009;OCC;55292;2011;FCG;200548;2011;PRD;170158;2011;C41;91923;2011-06-22 00:00:00;2011-06-22 00:00:00;;;;2011-06-23 00:00:00;4600;4600;2011-06-29 15:58:01;BANCO;C;4600;4600
2010;OCC;15860;2010;FCG;113021;2010;PRD;99353;2010;C41;45360;2010-05-06 00:00:00;2010-05-11 00:00:00;;;;2010-05-01 00:00:00;2000;2000;2010-05-18 16:13:22;BANCO;C;2000;2000
2010;OCC;51499;2011;FCG;20837;2011;PRD;1046;2011;C41;9724;2011-02-11 00:00:00;2011-02-11 00:00:00;;;;2011-02-18 00:00:00;5000;5000;2011-02-18 13:07:50;BANCO;C;5000;4772
2011;OCC;10;2011;FCG;472951;2011;PRD;442654;2011;C41;220049;2011-12-20 00:00:00;2011-12-20 00:00:00;;;;2011-12-24 00:00:00;110715;110715;2011-12-28 12:37:18;BANCO;C;1328580;102483,37
2011;OCC;15610;2011;FCG;118448;2011;PRD;93065;2011;C41;52467;2011-05-03 00:00:00;2011-05-03 00:00:00;;;;2011-05-12 00:00:00;3000;3000;2011-05-16 13:26:33;BANCO;C;3000;2847
2011;OCC;53673;2011;FCG;476336;2011;PRD;429620;2011;C41;221608;2011-12-22 00:00:00;2011-12-22 00:00:00;;;;2011-12-20 00:00:00;69471,8;69471,8;2011-12-27 10:42:36;BANCO;C;138943,6;61048,53
2009;OCC;55324;2010;FCG;269024;2010;PRD;234491;2010;C41;116623;2010-09-06 00:00:00;2010-09-06 00:00:00;;;;2010-09-12 00:00:00;4400;4400;2010-09-17 09:47:38;BANCO;C;4400;4400
2010;OCC;56279;2011;FCG;209194;2011;PRD;159660;2011;C41;94373;2011-06-27 00:00:00;2011-06-28 00:00:00;;;;2011-06-28 00:00:00;276068,57;276068,57;2011-07-04 12:02:02;BANCO;C;552137,14;241635,72
2011;OCC;19169;2011;FCG;309898;2011;PRD;118580;2011;C41;142564;2011-09-03 00:00:00;2011-09-03 00:00:00;;;;2011-09-11 00:00:00;10400;10400;2011-09-16 12:50:30;CHEQUE;C;10400;10400
2010;OCC;13818;2010;FCG;143081;2010;PRD;73474;2010;C41;60017;2010-06-02 00:00:00;2010-06-02 00:00:00;;;;2010-06-10 00:00:00;3000;3000;2010-06-17 14:58:10;BANCO;C;3000;3000
2011;OCC;39061;2011;FCG;293286;2011;PRD;288131;2011;C41;142067;2011-09-02 00:00:00;2011-09-02 00:00:00;;;;2011-09-02 00:00:00;31880,52;31880,52;2011-09-28 11:44:21;MEP;C;159402,6;31000,25
2010;OCC;36761;2010;FCG;410748;2010;PRD;343683;2010;C41;181928;2010-12-14 00:00:00;2010-12-14 00:00:00;;;;2010-12-27 00:00:00;7400;7400;2011-01-03 15:35:15;BANCO;C;7400;6874,06
2009;OCC;55290;2010;FCG;410503;2010;PRD;385455;2010;C41;183111;2010-12-15 00:00:00;2010-12-22 00:00:00;;;;2010-12-19 00:00:00;14000;14000;2010-12-28 14:32:06;BANCO;C;14000;13232
2010;OCC;12431;2010;FCG;193394;2010;PRD;81667;2010;C41;87480;2010-07-15 00:00:00;2010-07-15 00:00:00;;;;2010-07-01 00:00:00;625689,07;625689,07;2010-07-20 12:43:53;BANCO;C;1251378,14;573344,05
2009;OCC;50707;2010;FCG;225505;2010;PRD;203506;2010;C41;99005;2010-08-05 00:00:00;2010-08-05 00:00:00;;;;2010-08-18 00:00:00;13980;13980;2010-08-23 15:19:59;BANCO;C;13980;12897,48
2010;OCC;9188;2010;FCG;225512;2010;PRD;214261;2010;C41;99003;2010-08-05 00:00:00;2010-08-05 00:00:00;;;;2010-08-18 00:00:00;168000;168000;2010-08-23 15:19:59;BANCO;C;168000;153889,42
2009;OCC;55279;2010;FCG;231232;2010;PRD;222056;2010;C41;100766;2010-08-09 00:00:00;2010-08-09 00:00:00;;;;2010-08-16 00:00:00;14400;14400;2010-08-20 15:32:01;BANCO;C;14400;13392
2010;OCC;12478;2010;FCG;127166;2010;PRD;68714;2010;C41;50538;2010-05-12 00:00:00;2010-05-12 00:00:00;;;;2010-04-29 00:00:00;208070;208070;2010-05-14 16:12:53;BANCO;C;416140;191834,91
2010;OCC;12482;2010;FCG;112632;2010;PRD;79000;2010;C41;53207;2010-05-17 00:00:00;2010-05-20 00:00:00;;;;2010-06-01 00:00:00;25377,11;25377,11;2010-06-04 14:57:08;BANCO;C;50754,22;23329,72
2009;OCC;55289;2010;FCG;301627;2010;PRD;222570;2010;C41;135868;2010-10-05 00:00:00;2010-10-05 00:00:00;;;;2010-10-09 00:00:00;14000;14000;2010-10-15 15:08:59;BANCO;C;14000;14000
2011;OCC;17089;2011;FCG;112411;2011;PRD;106904;2011;C41;49469;2011-04-27 00:00:00;2011-04-27 00:00:00;;;;2011-05-05 00:00:00;10400;10400;2011-05-12 13:43:34;CHEQUE;C;10400;10400
2011;OCC;54099;2011;FCG;559025;2011;PRD;527625;2011;C41;242837;2012-02-24 00:00:00;2012-02-24 00:00:00;;;;2012-03-02 00:00:00;5257,02;5257,02;2012-03-05 12:04:41;BANCO;C;10514,04;4711,98
2010;OCC;15852;2010;FCG;452877;2010;PRD;430271;2010;C41;207163;2011-02-16 00:00:00;2011-02-16 00:00:00;;;;2011-02-24 00:00:00;100876,28;100876,28;2011-03-01 13:19:01;BANCO;C;201752,56;92956,41
2011;OCC;42351;2011;FCG;462485;2011;PRD;438928;2011;C41;217476;2011-12-16 00:00:00;2011-12-16 00:00:00;;;;2011-12-27 00:00:00;112155,18;112155,18;2011-12-20 14:36:36;BANCO;C;112155,18;102768,34
2010;OCC;8617;2010;FCG;64384;2010;PRD;43402;2010;C41;24724;2010-03-26 00:00:00;2010-03-26 00:00:00;;;;2010-03-24 00:00:00;7287,5;7287,5;2010-03-30 16:36:01;BANCO;C;7287,5;6922,25
2010;OCC;18268;2010;FCG;131467;2010;PRD;119073;2010;C41;56034;2010-05-20 00:00:00;2010-05-20 00:00:00;;;;2010-05-28 00:00:00;40000;40000;2010-06-07 12:53:29;BANCO;C;40000;40000
2010;OCC;48022;2011;FCG;163174;2011;PRD;11037;2011;C41;79447;2011-06-03 00:00:00;2011-06-07 00:00:00;;;;2011-06-10 00:00:00;119400;119400;2011-06-30 14:25:47;BANCO;C;119400;107609,34
2009;OCC;55078;2010;FCG;317278;2010;PRD;304398;2010;C41;143144;2010-10-14 00:00:00;2010-10-14 00:00:00;;;;2010-10-16 00:00:00;3100;3100;2010-10-21 15:09:50;BANCO;C;3100;2986
2010;OCC;56370;2010;FCG;469251;2010;PRD;465555;2010;C41;219391;2011-07-29 00:00:00;2011-07-29 00:00:00;;;;2011-03-31 00:00:00;9290;9290;2011-08-12 11:50:00;CHEQUE;C;9290;8665,25
2010;OCC;55593;2011;FCG;396356;2011;PRD;296038;2011;C41;184948;2011-11-04 00:00:00;2011-11-04 00:00:00;;;;2011-11-04 00:00:00;17658,57;17658,57;2011-11-09 12:00:59;BANCO;C;35317,14;16344,89
2011;OCC;10149;2011;FCG;73329;2011;PRD;55023;2011;C41;33509;2011-04-01 00:00:00;2011-04-01 00:00:00;;;;2011-04-01 00:00:00;183600;183600;2011-04-26 13:57:11;BANCO;C;183600;168169,87
2010;OCC;27558;2011;FCG;72949;2011;PRD;20065;2011;C41;33647;2011-04-02 00:00:00;2011-04-02 00:00:00;;;;2011-04-06 00:00:00;13250;13250;2011-05-02 16:00:07;BANCO;C;13250;12229,23
2009;OCC;1640;2009;FCG;110303;2009;PRD;53245;2009;C41;54171;2009-06-08 00:00:00;2009-06-09 00:00:00;;;;2009-05-26 00:00:00;1039,67;1039,67;2009-06-16 15:45:21;BANCO;C;1039,67;748,56
2008;OCC;50978;2008;FCG;291170;2008;PRD;284178;2008;C41;150562;2009-06-08 00:00:00;2009-06-08 00:00:00;;;;2009-05-26 00:00:00;93000;93000;2009-06-16 15:45:28;BANCO;C;93000;86025,9
2012;OCC;30107;2012;FCG;310917;2012;PRD;274779;2012;C41;141811;2012-08-16 00:00:00;2012-08-16 00:00:00;;;;2012-08-16 00:00:00;1600;1600;2012-09-05 14:43:10;BANCO;C;1600;1576
2010;OCC;35580;2010;FCG;300928;2010;PRD;285505;2010;C41;132998;2010-09-30 00:00:00;2010-09-30 00:00:00;;;;2010-10-07 00:00:00;2896,2;2896,2;2010-10-15 15:08:58;BANCO;C;2896,2;2794,43
2012;OCC;20414;2012;FCG;177040;2012;PRD;168195;2012;C41;70160;2012-05-14 00:00:00;2012-05-14 00:00:00;;;;2012-05-14 00:00:00;22717,5;22717,5;2012-05-24 16:16:59;BANCO;C;22717,5;18924,02
2011;OCC;34832;2011;FCG;250080;2011;PRD;244987;2011;C41;115579;2011-07-27 00:00:00;2011-07-27 00:00:00;;;;2011-08-08 00:00:00;118640;118640;2011-07-29 15:36:32;BANCO;C;237280;108704,62
2009;OCC;50707;2011;FCG;382190;2011;PRD;203033;2011;C41;180911;2011-10-28 00:00:00;2011-10-28 00:00:00;;;;2011-11-04 00:00:00;1950;1950;2011-11-01 13:05:28;BANCO;C;1950;1824,06
2010;OCC;45293;2011;FCG;87473;2011;PRD;75917;2011;C41;40808;2011-04-12 00:00:00;2011-04-12 00:00:00;;;;2011-04-25 00:00:00;19000;19000;2011-04-25 13:37:30;BANCO;C;19000;18715
2011;OCC;48446;2011;FCG;386526;2011;PRD;377737;2011;C41;181599;2011-10-29 00:00:00;2011-10-29 00:00:00;;;;2011-11-04 00:00:00;8000;8000;2011-11-08 11:42:17;BANCO;C;8000;7592
2011;OCC;49477;2011;FCG;391668;2011;PRD;384735;2011;C41;186980;2011-11-07 00:00:00;2011-11-07 00:00:00;;;;2011-11-15 00:00:00;4125;4125;2011-12-14 14:53:43;BANCO;C;4125;4063,12
2009;OCC;55264;2011;FCG;91731;2011;PRD;44014;2011;C41;40998;2011-04-12 00:00:00;2011-04-12 00:00:00;;;;2011-04-17 00:00:00;4950;4950;2011-04-18 12:35:25;BANCO;C;4950;4875,75
2010;OCC;52187;2012;FCG;215817;2012;PRD;177230;2012;C41;77818;2012-05-22 00:00:00;2012-05-22 00:00:00;;;;2012-05-28 00:00:00;2333,33;2333,33;2012-05-30 14:22:39;BANCO;C;2333,33;2265,02
2011;OCC;56129;2011;FCG;547807;2011;PRD;468955;2011;C41;241361;2012-02-14 00:00:00;2012-02-14 00:00:00;;;;2012-02-03 00:00:00;6422,08;6422,08;2012-02-22 14:32:39;BANCO;C;12844,16;6018,23
2010;OCC;36316;2011;FCG;52990;2011;PRD;48418;2011;C41;24228;2011-03-11 00:00:00;2011-03-11 00:00:00;;;;2011-03-09 00:00:00;8100;8100;2011-03-15 14:13:30;BANCO;C;8100;7686
2011;OCC;30293;2012;FCG;340775;2012;PRD;318445;2012;C41;136217;2012-08-13 00:00:00;2012-08-13 00:00:00;;;;2012-08-14 00:00:00;184800;184800;2012-08-15 15:00:12;BANCO;C;184800;182028
2012;OCC;31796;2012;FCG;340786;2012;PRD;323124;2012;C41;136242;2012-08-13 00:00:00;2012-08-13 00:00:00;;;;2012-08-14 00:00:00;30000;30000;2012-08-15 15:00:11;BANCO;C;30000;28272
2012;OCC;19072;2012;FCG;346934;2012;PRD;255239;2012;C41;137831;2012-08-14 00:00:00;2012-08-14 00:00:00;;;;2012-08-27 00:00:00;42850;42850;2012-08-22 13:18:56;BANCO;C;42850;31890,98
2011;OCC;23200;2012;FCG;303085;2012;PRD;268346;2012;C41;138591;2012-08-14 00:00:00;2012-08-14 00:00:00;;;;2012-07-30 00:00:00;23000;23000;2012-08-16 12:48:41;BANCO;C;23000;21156,92
2011;OCC;27613;2011;FCG;214649;2011;PRD;198694;2011;C41;99256;2011-07-06 00:00:00;2011-07-06 00:00:00;;;;2011-07-13 00:00:00;2702,5;2702,5;2011-07-28 14:27:46;BANCO;C;2702,5;2527,95
2011;OCC;54058;2011;FCG;464417;2011;PRD;432557;2011;C41;240831;2012-02-10 00:00:00;2012-02-15 00:00:00;;;;2012-01-20 00:00:00;10890;10890;2012-02-16 13:48:27;BANCO;C;10890;10608,85
2010;OCC;37306;2011;FCG;402318;2011;PRD;390056;2011;C41;190620;2011-11-10 00:00:00;2011-11-10 00:00:00;;;;2011-11-14 00:00:00;2375;2375;2011-11-15 14:38:59;BANCO;C;2375;2304,5
