aa_ocompra;t_ocompra;n_ocompra;o_ente;c_unid_ejec;aa_oca_original;n_oca_original;fh_estado;c_numcred;c_juris;c_sjuris;c_entidad;c_inciso;c_pprincipal;c_pparcial;c_ubica_geo;i_total;e_ocompra
2016;SPR;16836;116793;9050;2014;56571;2016-08-23 11:11:15;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;16832;116793;9050;2014;56571;2016-08-23 11:11:12;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;27976;116793;9050;2014;56571;2016-11-09 10:01:08;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24078;116793;9050;2014;56571;2016-10-03 09:11:27;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24198;116793;9050;2014;56571;2016-10-03 09:11:45;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24202;116793;9050;2014;56571;2016-10-03 09:11:49;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24210;116793;9050;2014;56571;2016-10-03 09:12:03;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;24218;116793;9050;2014;56571;2016-10-03 09:12:11;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;19566;116793;9050;2014;56571;2016-08-23 11:33:36;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;19627;116793;9050;2014;56571;2016-08-23 11:33:30;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;31786;116793;9050;2014;56571;2016-11-30 10:59:05;10324;30;0;0;3;3;5;1;2003;C
2016;SPR;31801;116793;9050;2014;56571;2016-11-30 10:59:14;10324;30;0;0;3;3;5;1;2003;C
2017;SPR;42610;215266;8738;2017;45222;2017-12-27 10:23:07;93057;35;0;0;3;3;1;1;7363294,14;C
2018;SPR;21512;226349;2175;2018;32019;2018-07-24 10:54:02;4876;21;0;0;3;3;1;1;975213,19;C
2018;SPR;20905;120202;112;2017;58305;2018-07-18 10:49:02;66621;20;27;210;3;3;5;1;587450;C
2018;SPR;36967;82619;2175;2018;30353;2018-11-15 11:29:06;4876;21;0;0;3;3;1;1;1987584,08;C
2018;SPR;39139;226349;2175;2018;45230;2018-12-03 10:59:03;93119;21;0;0;3;3;1;1;642620,85;C
2019;SPR;16645;226349;2175;2018;32019;2019-05-16 16:54:03;52346;21;0;0;3;3;1;1;1137103,03;C
2019;SPR;20296;226349;2175;2018;45230;2019-06-11 15:44:01;52350;21;0;0;3;3;1;1;668345,23;C
2019;SPR;19434;120202;9764;2019;19362;2019-06-05 16:22:45;43891;55;0;0;3;3;5;1;1081080;Z
2019;SPR;18243;226349;2175;2018;32019;2019-05-28 15:54:03;52346;21;0;0;3;3;1;1;1301668,34;C
2019;SPR;32791;226349;2175;2018;45230;2019-09-05 12:29:40;52350;21;0;0;3;3;1;1;604328,92;C
2019;SPR;33780;157705;8916;2019;31815;2019-09-12 12:29:02;59164;35;35;0;3;3;1;7;1423959,48;C
2019;SPR;24281;33803;9764;2019;19395;2019-11-08 16:33:51;43891;55;0;0;3;3;5;1;2143869;Z
2019;SPR;42360;82619;2175;2019;44929;2019-11-08 11:14:04;52346;21;0;0;3;3;1;1;1249037,2;C
2019;SPR;49713;160383;8857;2019;43545;2019-12-30 14:54:38;52802;35;0;0;3;3;5;1;1762876,65;C
2019;SPR;49717;193932;8857;2019;43515;2019-12-30 15:09:35;52802;35;0;0;3;3;5;1;1476656,62;C
2019;SPR;42823;157705;8916;2019;31815;2019-11-11 16:04:06;59164;35;35;0;3;3;1;7;3217792,78;C
2019;SPR;49622;120202;9764;2019;52257;2020-02-28 14:49:13;43891;55;0;0;3;3;5;1;151140;Z
2020;SPR;22078;160383;8030;2019;43545;2020-07-07 15:49:01;45815;21;0;0;3;3;5;15;50990,6;C
2020;SPR;15191;227647;7166;2019;31898;2020-05-13 19:24:29;53010;35;0;0;3;3;1;1;2737089,98;C
2020;SPR;20041;193932;8030;2019;43515;2020-06-23 12:54:01;45808;21;0;0;3;3;5;1;857126,95;C
2020;SPR;23226;226349;7450;2019;37529;2020-07-17 14:09:01;16951;45;0;0;3;3;1;1;9019068,62;C
2020;SPR;14628;226349;7450;2019;37529;2020-05-11 12:14:03;16951;45;0;0;3;3;1;1;1188176,26;C
2020;SPR;14630;82619;7450;2019;44929;2020-05-11 12:14:04;16951;45;0;0;3;3;1;1;1249037,2;C
2020;SPR;22017;21799;8030;2019;43516;2020-07-07 12:19:01;45817;21;0;0;3;3;5;3;639685,97;C
2020;SPR;10514;157705;7166;2019;31815;2020-04-02 18:20:50;53010;35;0;0;3;3;1;1;2007341,27;C
2020;SPR;16198;32321;897;2020;349;2021-03-15 00:00:00;37497;26;26;0;3;3;5;4;23575948,56;Z
2020;SPR;22059;124204;8030;2019;43534;2020-07-07 15:19:01;45820;21;0;0;3;3;5;6;344275,28;C
2020;SPR;22129;21799;8030;2019;43516;2020-07-07 17:54:03;45817;21;0;0;3;3;5;3;49254,65;C
2020;SPR;22007;124204;8030;2019;43534;2020-07-07 12:09:01;45819;21;0;0;3;3;5;5;453870,22;C
2020;SPR;27797;175950;535;2020;26832;2020-08-21 11:24:00;21448;50;0;0;3;3;1;2;410400;C
2020;SPR;21997;160383;8030;2019;43545;2020-07-07 11:59:01;45822;21;0;0;3;3;5;8;691102,9;C
2020;SPR;22051;160383;8030;2019;43545;2020-07-07 14:49:01;45812;21;0;0;3;3;5;12;103190,15;C
2020;SPR;22052;216656;8030;2019;43555;2020-07-07 14:54:01;45823;21;0;0;3;3;5;9;33974,35;C
2020;SPR;25266;96905;897;2020;346;2021-03-15 00:00:00;37497;26;26;0;3;3;5;4;11392033,32;Z
2020;SPR;21903;198565;7411;2020;21781;2020-07-06 16:34:07;17063;45;0;0;3;3;1;8;306929,21;C
2020;SPR;45378;226349;672;2020;36826;2021-01-21 00:00:00;66576;55;0;0;3;3;5;1;1130000;Z
2020;SPR;38596;60721;672;2020;36827;2021-01-22 00:00:00;66576;55;0;0;3;3;5;1;3628595,64;Z
2020;SPR;39754;82619;7450;2019;44929;2020-11-18 13:49:03;16951;45;0;0;3;3;1;1;2632854,16;C
2020;SPR;40417;41291;7211;2020;37067;2020-11-24 14:59:02;36337;20;23;0;3;3;3;14;13140,72;C
2020;SPR;44196;41291;7211;2020;37067;2020-12-21 12:34:03;65552;20;23;0;3;9;6;14;34583,2;C
2020;SPR;44985;120202;9764;2019;52257;2020-12-24 15:53:32;24497;55;0;0;3;3;5;1;1291560;X
2020;SPR;44365;41291;7211;2020;37067;2020-12-21 23:34:02;65552;20;23;0;3;9;6;14;28819,33;C
2020;SPR;31014;82619;7450;2019;44929;2020-09-15 13:49:02;16951;45;0;0;3;3;1;1;2335113,69;C
2022;SPR;36595;32118;112;2021;65638;2023-01-18 22:00:27;59198;20;27;210;3;3;5;14;710613,75;Z
2020;SPR;33302;151400;7211;2020;37073;2020-10-02 11:14:03;36335;20;23;0;3;3;1;14;1350000;C
2020;SPR;33302;151400;7211;2020;37073;2020-10-02 11:14:03;36340;20;23;0;3;3;9;14;14202000;C
2020;SPR;43603;41291;7211;2020;37067;2020-12-16 12:49:04;36337;20;23;0;3;3;3;14;55519,54;C
2020;SPR;43603;41291;7211;2020;37067;2020-12-16 12:49:04;36340;20;23;0;3;3;9;14;108206,1;C
2020;SPR;45368;151400;7211;2020;37073;2020-12-29 17:49:03;65552;20;23;0;3;9;6;14;920000;C
2020;SPR;33028;96905;897;2020;346;2021-03-15 00:00:00;37497;26;26;0;3;3;5;4;11525718,96;Z
2021;SPR;432;60721;672;2020;36827;2021-03-02 00:00:00;44302;55;0;0;3;3;5;1;8410950,84;Z
2020;SPR;45361;41291;7211;2020;37067;2020-12-29 17:34:03;36335;20;23;0;3;3;1;14;1835027,42;C
2020;SPR;46269;32321;897;2020;349;2021-03-15 00:00:00;37497;26;26;0;3;3;5;4;23262865,2;Z
2020;SPR;38834;226349;7450;2019;37529;2020-11-10 21:19:02;16951;45;0;0;3;3;1;1;2583289,53;C
2021;SPR;15310;202308;7201;2020;46098;2021-05-05 18:49:06;35420;26;26;0;3;3;1;4;2990824,3;C
2021;SPR;3052;120202;9764;2019;52257;2022-01-31 23:23:12;24507;55;0;0;3;3;5;1;13561380;Z
2021;SPR;7344;41291;7211;2020;37067;2021-03-11 16:44:04;44363;20;23;0;3;3;1;14;51124,81;C
2021;SPR;10921;41291;7211;2020;37067;2021-04-08 16:49:03;44363;20;23;0;3;3;1;14;2874,53;C
2021;SPR;12477;60721;672;2020;36827;2021-08-11 00:00:00;44302;55;0;0;3;3;5;1;27776615,04;Z
2021;SPR;12486;254664;672;2020;36825;2021-09-22 00:00:00;44302;55;0;0;3;3;5;1;14677630;Z
2021;SPR;6126;254664;672;2020;36825;2021-09-22 00:00:00;44302;55;0;0;3;3;5;1;21772574;Z
2021;SPR;7201;41291;7211;2020;37067;2021-03-10 15:49:02;44363;20;23;0;3;3;1;14;154774,03;C
2021;SPR;17456;202308;7201;2020;46098;2021-05-20 12:09:03;35420;26;26;0;3;3;1;4;3296344,6;C
2021;SPR;4988;41291;7211;2020;37067;2021-02-23 11:39:03;44363;20;23;0;3;3;1;14;334048,22;C
2021;SPR;14165;32847;7201;2020;46014;2021-04-29 11:44:03;35420;26;26;0;3;3;1;4;2860316,77;C
2021;SPR;12785;41291;7211;2020;37067;2021-04-21 11:39:03;44363;20;23;0;3;3;1;14;4522,98;C
2021;SPR;18388;198565;7411;2020;21781;2021-05-31 08:09:02;15657;45;0;0;3;3;1;8;290945,15;C
2021;SPR;14245;151400;7211;2020;37073;2021-04-29 17:39:03;44363;20;23;0;3;3;1;14;1200000;C
2021;SPR;3604;25975;9764;2019;52184;2022-01-31 22:02:27;24507;55;0;0;3;3;5;1;38732400;Z
2021;SPR;3746;82619;7450;2019;44929;2021-02-12 10:44:02;18118;45;0;0;3;3;1;1;1249037,2;C
2021;SPR;6440;41291;7211;2020;37067;2021-03-04 13:24:02;44363;20;23;0;3;3;1;14;236026,16;C
2021;SPR;7359;60721;672;2020;36823;2021-05-14 00:00:00;44302;55;0;0;3;3;5;1;10847017,52;Z
2021;SPR;8294;32847;7201;2020;46014;2021-03-18 14:49:03;35420;26;26;0;3;3;1;4;2160303,24;C
2021;SPR;35360;33819;672;2021;37210;2022-01-26 22:35:39;44302;55;0;0;3;3;5;1;1838416,44;Z
2021;SPR;35104;32321;7201;2020;46037;2021-09-13 09:44:04;35420;26;26;0;3;3;1;4;3142011,48;C
2021;SPR;24641;160383;8030;2019;43545;2021-07-07 15:39:02;5923;21;0;0;3;3;5;11;62279,8;C
2021;SPR;38884;83261;672;2021;37265;2021-11-24 11:42:01;44302;55;0;0;3;3;5;1;190080;Z
2021;SPR;36535;193944;7201;2021;32565;2021-09-21 16:19:04;35432;26;26;0;3;3;3;4;1454402,44;C
2021;SPR;31531;83261;672;2021;37265;2021-11-24 11:41:02;44302;55;0;0;3;3;5;1;16276950;Z
2021;SPR;31817;41291;7211;2020;37067;2021-08-24 18:04:03;44363;20;23;0;3;3;1;14;32629,8;C
2021;SPR;31818;41291;7211;2020;37067;2021-08-24 18:04:03;44363;20;23;0;3;3;1;14;22614,9;C
2021;SPR;22034;160383;8030;2019;43545;2021-06-22 17:49:04;5924;21;0;0;3;3;5;12;466356,62;C
2021;SPR;25511;33819;672;2021;37210;2022-01-26 22:34:48;44302;55;0;0;3;3;5;1;22798874;Z
2021;SPR;25512;94546;672;2021;37242;2022-01-26 22:36:57;44302;55;0;0;3;3;5;1;15378844,32;Z
2021;SPR;32485;157705;7166;2021;32665;2021-08-27 18:04:02;9678;35;0;0;3;3;1;1;4591115,46;C
2021;SPR;36124;32321;7201;2020;349;2021-09-20 08:44:03;35436;26;26;0;3;3;5;4;22844737,92;C
2021;SPR;29858;193932;8030;2019;43515;2021-08-10 15:29:03;5912;21;0;0;3;3;5;1;1001319,94;C
2021;SPR;33872;96905;7201;2020;346;2021-09-03 20:14:02;35436;26;26;0;3;3;5;4;12587192,64;C
2021;SPR;37258;32321;7123;2021;29901;2021-09-27 12:03:55;50866;70;0;0;3;3;5;4;3638709;C
2021;SPR;32947;41291;7211;2020;37067;2021-08-31 17:39:02;44363;20;23;0;3;3;1;14;318864,21;C
2021;SPR;26097;44630;7201;2020;46158;2021-07-19 11:39:03;35420;26;26;0;3;3;1;4;6368570,67;C
2021;SPR;22868;157705;7166;2021;32665;2021-06-29 11:39:04;9678;35;0;0;3;3;1;1;3217735,3;C
2021;SPR;37287;94546;672;2021;37242;2022-01-26 22:38:25;44302;55;0;0;3;3;5;1;1996601,44;Z
2021;SPR;34091;120202;7123;2021;29903;2021-09-06 14:02:38;50866;70;0;0;3;3;5;4;2386356,3;C
2021;SPR;36749;226349;672;2021;37225;2022-01-26 22:28:29;44302;55;0;0;3;3;5;1;16010308,84;Z
2021;SPR;36750;94546;672;2021;37243;2022-01-26 22:57:58;44302;55;0;0;3;3;5;1;14346713,8;Z
2021;SPR;30135;49584;7201;2020;46023;2021-08-12 11:44:04;35420;26;26;0;3;3;1;4;9850495,08;C
2021;SPR;35115;215724;7201;2021;32662;2021-09-13 09:49:04;35432;26;26;0;3;3;3;4;2301232,81;C
2021;SPR;37960;41291;7211;2020;37067;2021-09-30 14:59:02;44363;20;23;0;3;3;1;14;72689,4;C
2021;SPR;53805;198565;7411;2020;21781;2022-01-08 15:14:02;15657;45;0;0;3;3;1;8;620546,96;C
2021;SPR;53457;32321;7201;2020;46037;2021-12-30 11:59:04;35420;26;26;0;3;3;1;4;3263050,64;C
2021;SPR;53459;215724;7201;2021;32662;2021-12-30 11:59:05;35420;26;26;0;3;3;1;4;1088000;C
2021;SPR;41578;41291;7211;2020;37067;2021-10-22 12:44:03;44363;20;23;0;3;3;1;14;277981,6;C
2021;SPR;41578;41291;7211;2020;37067;2021-10-22 12:44:03;47349;20;23;0;3;3;3;14;131407,2;C
2021;SPR;41579;41291;7211;2020;37067;2021-10-22 12:44:04;33944;20;23;0;3;9;6;14;374651,29;C
2021;SPR;46448;44630;7201;2020;46158;2021-11-18 16:54:02;35420;26;26;0;3;3;1;4;6706524,68;C
2021;SPR;40966;226349;672;2021;37225;2022-01-25 14:05:05;44302;55;0;0;3;3;5;1;16010308,84;Z
2022;SPR;159;76848;7411;2021;65645;2022-01-26 16:34:02;39385;45;0;0;3;3;5;4;6295925,28;C
2022;SPR;170;120202;7411;2021;65641;2023-01-19 10:52:37;39385;45;0;0;3;3;5;4;4260982,41;Z
2021;SPR;48979;32118;7411;2021;65638;2023-01-18 22:09:13;65404;45;0;0;3;3;5;8;186283,9;Z
2021;SPR;46923;226349;489;2021;32296;2021-11-23 16:09:02;60403;45;0;0;3;3;1;1;2910849,36;C
2021;SPR;49101;311990;401;2021;65644;2023-01-18 21:33:42;65876;40;0;0;3;3;5;1;576702;Z
2021;SPR;54077;120202;7012;2021;77398;2022-01-15 12:59:02;49332;45;0;0;3;3;5;8;104131,44;C
2021;SPR;41224;160383;8030;2019;43545;2021-10-20 17:49:03;5920;21;0;0;3;3;5;8;1154057,44;C
2021;SPR;40973;226349;672;2021;37224;2022-01-25 14:12:54;44302;55;0;0;3;3;5;1;15539269,6;Z
2021;SPR;51951;41291;7211;2020;37067;2021-12-20 17:49:02;67129;20;23;0;3;3;9;14;16296,1;C
2021;SPR;48969;311990;866;2021;65644;2023-01-18 21:33:08;65399;26;0;0;3;3;5;4;691378,42;Z
2021;SPR;49948;96905;7123;2021;59528;2021-12-09 16:29:04;56156;70;0;0;3;3;1;4;112194,21;C
2021;SPR;48990;199719;7123;2021;54913;2021-12-03 15:29:02;28573;70;0;0;3;3;1;4;1609424,13;C
2021;SPR;46208;32847;7201;2020;46014;2021-11-17 16:04:02;35420;26;26;0;3;3;1;4;2854559,7;C
2021;SPR;46219;202308;7201;2020;46098;2021-11-17 16:04:08;35420;26;26;0;3;3;1;4;3398035,75;C
2021;SPR;51054;96905;7123;2021;59528;2021-12-15 13:19:04;56156;70;0;0;3;3;1;4;45732,87;C
2021;SPR;41447;198565;7411;2020;21781;2021-10-21 21:04:03;15657;45;0;0;3;3;1;8;270983,43;C
2021;SPR;46870;96905;7123;2021;59528;2021-11-23 15:09:05;56156;70;0;0;3;3;1;4;5403,67;C
2021;SPR;46871;96905;7123;2021;59528;2021-11-23 15:09:06;56156;70;0;0;3;3;1;4;10936,51;C
2021;SPR;46877;96905;7123;2021;59528;2021-11-23 15:09:09;56156;70;0;0;3;3;1;4;88547,19;C
2022;SPR;5836;94546;672;2021;37243;2022-09-13 17:05:45;45153;55;0;0;3;3;5;1;11066145,04;Z
2022;SPR;16434;32321;9266;2021;65639;2023-01-18 17:45:15;45126;20;22;510;3;3;5;1;181249,2;Z
2022;SPR;16151;26296;7411;2021;65640;2023-01-19 11:57:35;39388;45;0;0;3;3;5;7;11679818,04;Z
2022;SPR;16231;120202;7411;2021;65641;2023-01-19 10:45:11;39385;45;0;0;3;3;5;4;12782947,23;Z
2022;SPR;9589;96905;7211;2022;4;2022-03-16 15:34:02;33602;20;23;0;3;3;5;14;4039410;C
2022;SPR;16934;311990;7201;2021;65644;2023-01-18 21:20:04;49452;26;26;0;3;3;5;4;5536339,2;Z
2022;SPR;13481;94546;353;2021;65642;2023-01-19 11:35:51;47305;70;71;0;3;3;5;4;942653,68;Z
2022;SPR;12698;76848;8618;2021;65645;2022-04-05 13:49:03;46141;60;0;602;3;3;5;1;541786,57;C
2022;SPR;12746;32321;7201;2021;65639;2023-01-18 17:47:13;49450;26;26;0;3;3;5;1;358083,32;Z
2022;SPR;11640;163690;480;2021;77397;2022-03-30 20:59:02;40027;45;0;0;3;3;5;8;963210;C
2022;SPR;15413;226349;489;2021;27271;2022-04-21 12:24:02;16060;45;0;0;3;3;1;1;4968368,08;C
2022;SPR;16336;76848;7411;2021;65645;2022-04-26 13:59:03;39382;45;0;0;3;3;5;1;37200772,98;C
2022;SPR;8672;94546;401;2021;65642;2023-01-19 11:36:34;46551;40;0;0;3;3;5;89;4194438,42;Z
2022;SPR;15796;49584;7201;2020;46023;2022-04-22 18:14:07;34055;26;26;0;3;3;1;4;14915262,69;C
2022;SPR;8716;202308;7201;2020;46098;2022-03-11 13:25:26;34055;26;26;0;3;3;1;4;3915736,15;X
2022;SPR;8717;49584;7201;2020;46023;2022-03-10 17:54:03;34055;26;26;0;3;3;1;4;14806412,81;C
2022;SPR;5869;33819;672;2021;37210;2023-02-07 11:53:09;45153;55;0;0;3;3;5;1;61845;Z
2022;SPR;7995;120202;7116;2021;65641;2023-01-19 10:47:40;46121;70;0;0;3;3;5;4;2318148,76;Z
2022;SPR;16407;199719;7140;2021;54913;2022-04-26 16:19:04;44913;70;0;0;3;3;1;15;1048742,59;C
2022;SPR;17533;41291;7211;2020;37067;2022-05-03 15:24:03;47153;20;23;0;3;3;1;14;282495,61;C
2022;SPR;16146;120202;7170;2021;65641;2022-04-28 17:59:39;46123;60;0;0;3;3;5;4;5427983,7;X
2022;SPR;17249;26296;7201;2021;65640;2022-05-30 17:56:34;49453;26;26;0;3;3;5;7;4326423,27;X
2022;SPR;18699;32930;7201;2020;46005;2022-05-10 10:24:03;34055;26;26;0;3;3;1;4;2953854,52;C
2022;SPR;18701;215724;7201;2021;32662;2022-05-10 10:24:04;34055;26;26;0;3;3;1;4;202000;C
2022;SPR;17976;32321;451;2021;65639;2022-05-30 17:56:53;48342;40;0;0;3;3;5;8;572446,35;X
2022;SPR;6952;120202;401;2021;65641;2023-01-19 10:52:10;39400;40;0;0;3;3;5;1;7019823,36;Z
2022;SPR;8061;76848;401;2021;65645;2022-03-07 13:59:03;39400;40;0;0;3;3;5;1;33748,87;C
2022;SPR;19060;120202;7012;2021;77398;2022-05-11 21:09:03;40028;45;0;0;3;3;5;8;347104,8;C
2022;SPR;8848;202308;7201;2020;46098;2022-03-11 13:54:02;34055;26;26;0;3;3;1;4;3915736,15;C
2022;SPR;13923;76449;282;2021;59519;2022-04-11 16:54:02;6737;26;0;0;3;3;1;4;1062000;C
2022;SPR;16116;26296;451;2021;65640;2023-01-19 11:59:05;48340;40;0;0;3;3;5;6;811181,25;Z
2022;SPR;12744;26296;7201;2021;65640;2023-01-19 11:59:23;49453;26;26;0;3;3;5;7;385089,17;Z
2022;SPR;5811;96905;7123;2021;59528;2022-02-21 11:29:08;44598;70;0;0;3;3;1;4;1008360,87;C
2023;SPR;3197;83261;7162;2021;65643;2023-02-14 14:49:04;7268;35;0;0;3;3;5;14;12054504;C
2022;SPR;14880;94546;282;2021;59159;2022-04-19 15:09:01;6641;26;0;0;3;3;5;4;10763469,67;C
2022;SPR;8660;96905;7123;2021;59528;2022-03-10 14:04:03;44598;70;0;0;3;3;1;4;778724;C
2022;SPR;8705;96905;7123;2021;59528;2022-03-10 16:34:03;44598;70;0;0;3;3;1;4;391662,18;C
2021;SPR;55244;32847;7201;2020;46014;2022-02-24 13:14:03;35420;26;26;0;3;3;1;4;3071091,02;C
2021;SPR;55248;127314;7201;2020;46015;2022-02-24 13:14:05;35420;26;26;0;3;3;1;4;3671995,68;C
2021;SPR;55253;49584;7201;2020;46023;2022-02-24 13:14:08;35420;26;26;0;3;3;1;4;12535445,24;C
2022;SPR;8667;120202;672;2021;37275;2022-09-21 16:50:00;45153;55;0;0;3;3;5;1;11892547,52;Z
2022;SPR;8695;120202;401;2021;65641;2023-01-19 10:47:22;46548;40;0;0;3;3;5;4;1267329,27;Z
2022;SPR;30036;83261;112;2021;65643;2023-01-19 10:54:08;39375;20;27;210;3;3;5;4;154042,5;Z
2022;SPR;24183;32321;7201;2020;349;2022-06-09 17:59:04;34071;26;26;0;3;3;5;4;19829018,16;C
2022;SPR;19765;311990;353;2021;65644;2023-01-18 21:15:33;47305;70;71;0;3;3;5;4;390739,41;Z
2022;SPR;31254;32321;2051;2021;65639;2023-01-18 11:30:55;46831;21;0;0;3;3;5;8;5678170,75;Z
2022;SPR;37200;311990;112;2021;65644;2023-01-18 18:03:56;61227;20;27;210;3;3;5;3;638230,73;Z
2022;SPR;36339;208444;4001;2022;42202;2022-08-22 15:49:45;60802;40;0;0;3;3;1;4;17600;C
2022;SPR;28852;32321;4020;2021;65639;2023-01-18 17:37:07;58247;40;0;0;3;3;5;8;25416,4;Z
2022;SPR;28854;83261;4020;2021;65643;2023-01-19 10:55:13;58251;40;0;0;3;3;5;15;12708,2;Z
2022;SPR;30285;94546;7201;2021;65642;2023-01-19 11:23:29;58103;26;26;0;3;3;5;11;795342,24;Z
2022;SPR;33141;311990;7411;2021;65644;2023-01-18 18:05:31;39384;45;0;0;3;3;5;3;520017,68;Z
2022;SPR;31801;83261;7411;2021;65643;2023-01-19 10:52:31;53923;45;0;0;3;3;5;15;359432,5;Z
2022;SPR;30414;32321;2051;2021;65639;2022-07-21 13:33:23;46831;21;0;0;3;3;5;8;5678170,75;X
2022;SPR;34476;94546;672;2021;37242;2023-01-26 12:37:56;45153;55;0;0;3;3;5;1;7575038,08;Z
2022;SPR;34477;33819;672;2021;37210;2023-02-07 11:54:34;45153;55;0;0;3;3;5;1;9421485;Z
2022;SPR;21250;32321;763;2021;65639;2023-01-18 17:40:51;55145;26;0;0;3;3;5;1;177994,7;Z
2022;SPR;25173;96905;7123;2021;59528;2022-06-15 14:04:03;44598;70;0;0;3;3;1;4;365738,56;C
